LoanId,AmountDisbursed,Interest,LoanBalance,BorrowDate,Product,Branch,ClearDate,CustomerId,Gender,LoanLimit,CreditScore,loan_repayment_txn_count,loan_repayment_total_paid,loan_repayment_first_payment,loan_repayment_last_payment,loan_overpayment,MissedInstalments,Industry,BusinessType,YearEstablished
927779,5000,1500,0.0,2025-11-15,5 weeks credit ease,engineer,2025-11-24,1661,male,10000.0,2500,4,6500,2025-10-21,2025-11-21,0,0.0,agriculture,farming-animal products,2018
931773,12000,6500,9400.0,2025-10-26,10 weeks credit ease,engineer,2026-04-01,1660,female,14000.0,2000,4,6700,2025-11-08,2025-11-29,0,9.0,agriculture,farming-crop products (coconuts etc),2015
876741,5000,1500,0.0,2025-08-14,5 weeks credit ease,engineer,2025-08-25,1660,female,14000.0,2000,4,6500,2025-08-14,2025-09-04,0,0.0,food & hospitality,green grocery (fruit/vegetables),2023
876083,5000,1500,0.0,2025-09-08,5 weeks credit ease,molo,2025-08-25,1659,female,9000.0,1800,4,6500,2025-09-17,2025-10-03,0,2.0,fashion & beauty products,second hand clothes,2019
946039,16000,4250,10250.0,2025-11-19,5 weeks credit ease,molo,2025-12-24,1650,female,16000.0,2000,4,19750,2025-11-12,2025-11-29,0,0.0,food & hospitality,food kiosks,2020
877025,5000,1500,0.0,2025-08-15,5 weeks credit ease,engineer,2025-08-26,1642,female,7000.0,2500,4,6500,2025-08-30,2025-09-14,0,4.0,hospitality & tourism,food kiosks,2017
880576,6000,1750,0.0,2025-08-18,5 weeks credit ease,molo,2025-02-09,1640,male,10000.0,3000,4,7750,2025-08-05,2025-08-25,0,0.0,food & hospitality,green grocery (fruit/vegetables),2015
867304,4000,1250,0.0,2025-07-29,5 weeks credit ease,molo,2025-12-08,1640,male,10000.0,3000,4,5250,2025-07-21,2025-08-05,0,0.0,food & hospitality,retail shop,2011
863972,5000,1500,4500.0,2025-06-30,5 weeks credit ease,engineer,2025-04-08,1633,female,11000.0,2500,4,3300,2025-06-30,2025-09-25,0,5.0,agriculture,farming-animal products,2017
889782,8000,2250,0.0,2025-10-09,5 weeks credit ease,molo,2025-09-19,1618,female,9000.0,2500,4,10250,2025-09-07,2025-11-12,0,1.0,fashion & beauty products,farming-animal products,2020
879365,5000,1500,3550.0,2025-07-25,5 weeks credit ease,engineer,2025-08-29,1617,female,5000.0,2500,4,850,2025-10-12,2025-11-03,0,5.0,fashion & beauty products,footware shop,2017
888467,7000,2000,0.0,2025-10-09,5 weeks credit ease,molo,2025-09-17,1608,female,8000.0,1500,4,2400,2025-10-09,2025-10-31,0,5.0,food & hospitality,bar/ restaurant,2015
844044,5000,1500,0.0,2025-06-17,5 weeks credit ease,engineer,2025-06-24,1581,male,7000.0,2000,4,6500,2025-06-17,2025-07-07,0,0.0,general hardware & electronics,motor vehicle/bike repair,2016
866889,6000,1750,0.0,2025-12-08,5 weeks credit ease,molo,2025-11-08,1579,male,9000.0,2000,4,5100,2025-11-13,2025-11-28,0,1.0,human health & animal services,private health services,2011
842554,5000,1500,5100.0,2025-05-17,5 weeks credit ease,engineer,2025-06-21,1575,female,11000.0,3000,4,4800,2025-05-17,2025-07-03,0,2.0,food & hospitality,food kiosks,2015
851301,6000,1750,0.0,2025-07-07,5 weeks credit ease,engineer,2025-10-07,1571,female,9000.0,2000,4,7750,2025-05-30,2025-06-19,0,0.0,food & hospitality,retail shop,2024
904807,7000,2000,0.0,2025-09-29,5 weeks credit ease,molo,2025-10-15,1564,male,12000.0,2000,4,9000,2025-09-29,2025-11-27,0,2.0,food & hospitality,green grocery (fruit/vegetables),2017
829518,6000,1750,0.0,2025-05-17,5 weeks credit ease,molo,2025-05-24,1530,male,10000.0,2500,4,7750,2025-05-17,2025-06-07,0,0.0,food & hospitality,green grocery (fruit/vegetables),2015
883191,3000,1000,2904.0,2025-04-08,5 weeks credit ease,molo,2025-08-09,1511,male,3000.0,2000,4,4000,2025-04-09,2025-04-18,0,0.0,food & hospitality,green grocery (fruit/vegetables),2017
886013,5000,1500,0.0,2025-03-09,5 weeks credit ease,engineer,2025-12-09,1473,male,8000.0,2500,4,6500,2025-03-18,2025-04-24,0,1.0,natural resources/environmental,firewood & charcoal vendor,2019
893150,7000,2000,0.0,2025-09-16,5 weeks credit ease,molo,2025-09-25,1464,male,12600.0,2500,4,9000,2025-07-10,2025-08-14,0,0.0,food & hospitality,green grocery (fruit/vegetables),2013
830521,6000,1750,0.0,2025-11-07,5 weeks credit ease,molo,2025-05-27,1462,male,8000.0,0,4,4230,2025-09-19,2025-10-04,0,2.0,personal services,building & construction materials,2018
811352,5000,1500,0.0,2025-03-24,5 weeks credit ease,engineer,2025-04-15,1460,male,7000.0,2500,4,6500,2025-03-24,2025-04-16,0,0.0,food & hospitality,green grocery (fruit/vegetables),2019
856286,7000,2000,0.0,2025-07-14,5 weeks credit ease,molo,2025-07-21,1459,male,14000.0,2800,4,9000,2025-07-06,2025-07-28,0,0.0,food & hospitality,green grocery (fruit/vegetables),2023
807875,5000,1500,0.0,2025-03-04,5 weeks credit ease,molo,2025-04-04,1452,female,13000.0,3000,4,6500,2025-03-13,2025-04-03,0,1.0,agriculture,farming-animal products,2016
862705,4000,1250,0.0,2025-06-08,5 weeks credit ease,engineer,2025-01-08,1449,male,17000.0,2500,4,5250,2025-03-03,2025-04-02,0,0.0,food & hospitality,green grocery (fruit/vegetables),2013
807183,5000,1500,0.0,2025-03-18,5 weeks credit ease,molo,2025-02-04,1448,male,9000.0,2500,4,6500,2025-03-18,2025-04-01,0,0.0,food & hospitality,food kiosks,2023
822029,5000,1500,0.0,2025-08-05,5 weeks credit ease,engineer,2025-08-05,1443,male,7000.0,2000,4,3500,2025-05-08,2025-06-05,0,2.0,manufacturing,green grocery (fruit/vegetables),2021
791574,5000,1500,6000.0,2025-01-14,5 weeks credit ease,engineer,2025-02-18,1419,female,8800.0,2000,4,2900,2025-01-14,2025-01-22,0,3.0,personal services,beauty salon,2016
789059,5000,1500,0.0,2025-01-02,5 weeks credit ease,engineer,2025-12-02,1411,male,8800.0,1800,4,6500,2025-01-05,2025-01-21,0,0.0,food & hospitality,bar/ restaurant,2019
806280,7000,2000,1260.0,2025-02-24,5 weeks credit ease,engineer,2025-03-31,1408,male,16800.0,2000,4,5900,2025-03-21,2025-04-09,0,5.0,food & hospitality,green grocery (fruit/vegetables),2023
788154,5000,1500,0.0,2025-03-02,5 weeks credit ease,engineer,2025-10-02,1407,female,8800.0,2500,4,6500,2025-03-25,2025-04-03,0,4.0,personal & professional services,beauty salon,2018
820374,10000,3850,0.0,2025-05-19,7 weeks credit ease,engineer,2025-05-17,1403,male,11400.0,2500,4,13850,2025-05-15,2025-07-02,0,3.0,food & hospitality,green grocery (fruit/vegetables),2017
943351,14000,7500,17200.0,2025-11-14,10 weeks credit ease,engineer,2026-01-23,1401,male,22400.0,2000,4,8450,2025-11-14,2025-11-27,0,4.0,food & hospitality,green grocery (fruit/vegetables),2015
786760,5000,1500,0.0,2025-01-30,5 weeks credit ease,engineer,2025-07-02,1401,male,7500.0,2500,4,6500,2025-03-05,2025-03-26,0,5.0,food & hospitality,green grocery (fruit/vegetables),2019
796876,6000,1750,0.0,2025-02-20,5 weeks credit ease,engineer,2025-06-03,1400,female,9000.0,1500,4,7750,2025-02-13,2025-02-27,0,0.0,food & hospitality,food kiosks,2016
786023,5000,1500,0.0,2025-01-21,5 weeks credit ease,engineer,2025-04-02,1398,male,11000.0,1800,4,6500,2025-01-21,2025-02-04,0,0.0,wholesale & retail trade,second hand clothes,2015
901021,6000,1750,0.0,2025-04-10,5 weeks credit ease,engineer,2025-09-10,1395,female,7000.0,2000,4,7750,2025-06-18,2025-07-04,0,5.0,agriculture,green grocery (fruit/vegetables),2017
785227,5000,1500,0.0,2025-01-29,5 weeks credit ease,engineer,2025-01-31,1395,female,6900.0,2500,4,6500,2025-03-09,2025-03-30,0,5.0,agriculture,agro-vet,2019
784395,5000,1500,0.0,2025-01-23,5 weeks credit ease,engineer,2025-01-25,1391,female,10000.0,2500,4,6500,2025-01-23,2025-02-12,0,0.0,fashion & beauty products,second hand clothes,2016
875252,5000,1500,0.0,2025-08-18,5 weeks credit ease,molo,2025-08-22,1386,male,5600.0,2000,4,6500,2025-05-17,2025-06-08,0,0.0,general hardware & electronics,building & construction materials,2019
802265,8000,3150,0.0,2025-03-31,7 weeks credit ease,engineer,2025-03-04,1384,female,16000.0,1800,4,8600,2025-03-19,2025-05-15,0,0.0,food & hospitality,green grocery (fruit/vegetables),2016
841187,7000,2800,0.0,2025-06-16,7 weeks credit ease,engineer,2025-02-07,1383,male,19600.0,2500,4,4430,2025-06-16,2025-06-30,0,3.0,agriculture,farming-crop products (coconuts etc),2019
790492,5000,1500,0.0,2025-02-13,5 weeks credit ease,engineer,2025-02-15,1382,male,7500.0,1500,4,6500,2025-02-13,2025-03-06,0,0.0,personal & professional services,bar/ restaurant,2019
820309,10000,2750,0.0,2025-04-30,5 weeks credit ease,molo,2025-03-05,1374,female,18000.0,2500,4,2918,2025-04-28,2025-04-30,0,4.0,food & hospitality,green grocery (fruit/vegetables),2011
778295,5000,1500,0.0,2025-09-01,5 weeks credit ease,molo,2025-08-01,1373,male,5800.0,2000,4,3630,2025-04-25,2025-05-01,0,2.0,food & hospitality,green grocery (fruit/vegetables),2019
786094,7000,2000,0.0,2025-03-13,5 weeks credit ease,molo,2025-06-02,1369,male,8400.0,2000,4,6660,2025-04-21,2025-05-06,0,5.0,transportation,taxi & rental services,2017
941665,6000,1750,4650.0,2025-12-11,5 weeks credit ease,molo,2025-12-17,1365,female,9600.0,1500,4,3400,2025-11-12,2025-11-26,0,3.0,personal services,tailoring services,2016
771212,5000,1500,0.0,2024-12-13,5 weeks credit ease,molo,2024-12-21,1360,male,8000.0,2000,4,6500,2024-12-13,2025-01-02,0,0.0,manufacturing,green grocery (fruit/vegetables),2017
770827,5000,1500,0.0,2024-12-13,5 weeks credit ease,engineer,2024-12-20,1357,male,8000.0,2500,4,6500,2024-12-13,2025-01-02,0,0.0,"agriculture, forestry & fishing",green grocery (fruit/vegetables),2020
764871,5000,1500,0.0,2024-11-26,5 weeks credit ease,molo,2024-05-12,1346,female,10000.0,2000,4,6500,2024-11-26,2024-12-16,0,0.0,food & hospitality,green grocery (fruit/vegetables),2019
822954,5000,1500,0.0,2025-12-05,5 weeks credit ease,engineer,2025-12-05,1345,female,5000.0,2500,4,1716,2025-11-15,2025-11-25,0,4.0,fashion & beauty products,second hand clothes,2017
774047,6000,1750,0.0,2024-12-12,5 weeks credit ease,molo,2024-12-27,1337,male,8400.0,2500,4,7750,2024-12-12,2025-01-02,0,0.0,food & hospitality,food kiosks,2022
748372,5000,1500,0.0,2024-10-23,5 weeks credit ease,engineer,2024-10-26,1323,female,12000.0,2500,4,6500,2024-10-23,2024-11-04,0,0.0,food & hospitality,food kiosks,2021
866717,5000,1500,0.0,2025-04-08,5 weeks credit ease,engineer,2025-11-08,1319,female,16200.0,3000,4,6500,2025-02-27,2025-03-20,0,0.0,food & hospitality,food kiosks,2018
890329,7000,2000,0.0,2025-09-09,5 weeks credit ease,engineer,2025-09-19,1316,male,7000.0,3000,4,9000,2025-07-26,2025-08-14,0,0.0,food & hospitality,retail shop,2022
785907,6000,1750,0.0,2025-05-02,5 weeks credit ease,engineer,2025-04-02,1316,female,7800.0,2500,4,7750,2025-03-27,2025-04-15,0,0.0,food & hospitality,retail shop,2020
784927,8000,2250,0.0,2025-01-26,5 weeks credit ease,molo,2025-01-28,1309,female,16000.0,2000,4,10250,2025-02-13,2025-03-04,0,4.0,food & hospitality,bar/ restaurant,2017
764347,6000,1750,0.0,2024-11-26,5 weeks credit ease,molo,2024-04-12,1309,male,15000.0,2500,4,7750,2024-11-19,2024-12-09,0,0.0,fashion & beauty products,second hand clothes,2019
867412,8000,3150,0.0,2025-08-25,7 weeks credit ease,engineer,2025-08-26,1306,male,14700.0,3000,4,9600,2025-07-14,2025-08-25,0,0.0,personal services,farming-animal products,2017
766767,7000,2800,0.0,2025-10-01,7 weeks credit ease,engineer,2024-12-25,1302,male,15400.0,2000,4,9800,2024-10-17,2024-11-12,0,0.0,automobile services,motor vehicle/bike repair,2024
732681,5000,1500,0.0,2024-09-13,5 weeks credit ease,molo,2024-09-20,1300,female,9000.0,1500,4,6500,2024-09-13,2024-10-04,0,0.0,food & hospitality,green grocery (fruit/vegetables),2018
772640,10000,3850,0.0,2025-08-01,7 weeks credit ease,engineer,2025-08-01,1296,male,13300.0,2000,4,12900,2025-01-16,2025-03-05,0,0.0,food & hospitality,retail shop,2025
776573,9000,2500,0.0,2025-06-01,5 weeks credit ease,molo,2025-03-01,1293,female,15800.0,2000,4,1960,2025-01-06,2025-01-15,0,4.0,fashion & beauty products,cosmetic shop,2022
725177,5000,1500,0.0,2024-08-20,5 weeks credit ease,engineer,2024-02-09,1280,male,7500.0,2000,4,6500,2024-08-20,2024-09-02,0,0.0,food & hospitality,retail shop,2017
722854,10000,2750,0.0,2024-08-21,5 weeks credit ease,engineer,2024-08-27,1274,male,21700.0,2500,4,6600,2024-08-21,2024-09-05,0,2.0,food & hospitality,green grocery (fruit/vegetables),2020
721030,7000,2000,0.0,2024-08-21,5 weeks credit ease,engineer,2024-08-22,1268,male,15400.0,1800,4,4600,2024-08-21,2024-09-04,0,2.0,food & hospitality,food kiosks,2015
938692,7000,2000,3600.0,2025-07-11,5 weeks credit ease,molo,2025-12-12,1266,male,11000.0,1800,4,9000,2025-06-23,2025-07-16,0,0.0,food & hospitality,food kiosks,2011
900705,5000,1500,0.0,2025-07-10,5 weeks credit ease,molo,2025-08-10,1266,male,7100.0,2500,4,6500,2025-05-12,2025-05-26,0,0.0,food & hospitality,green grocery (fruit/vegetables),2021
725085,7000,2000,0.0,2024-08-23,5 weeks credit ease,engineer,2024-02-09,1256,male,12800.0,3000,4,9000,2024-08-11,2024-08-28,0,0.0,food & hospitality,food kiosks,2020
812758,11000,4200,0.0,2025-04-19,7 weeks credit ease,engineer,2025-01-05,1254,female,12800.0,2000,4,10740,2025-08-04,2025-11-03,0,7.0,food & hospitality,green grocery (fruit/vegetables),2019
861653,8000,2250,0.0,2025-08-18,5 weeks credit ease,molo,2025-07-30,1251,female,11200.0,2500,4,10250,2025-03-05,2025-04-30,0,0.0,food & hospitality,green grocery (fruit/vegetables),2019
841206,5000,1500,0.0,2025-09-06,5 weeks credit ease,molo,2025-06-18,1249,male,10000.0,2500,4,4376,2025-10-12,2025-10-26,0,5.0,food & hospitality,food kiosks,2020
893911,6000,1750,0.0,2025-09-18,5 weeks credit ease,molo,2025-09-26,1248,male,13500.0,2500,4,7750,2025-04-08,2025-08-07,0,0.0,food & hospitality,retail shop,2018
711566,5000,1500,0.0,2024-07-14,5 weeks credit ease,engineer,2024-07-31,1236,female,7500.0,2000,4,6500,2024-07-14,2024-07-28,0,0.0,automobile services,motor vehicle/bike repair,2019
711434,5000,1500,0.0,2024-07-30,5 weeks credit ease,engineer,2024-07-30,1235,male,10000.0,2500,4,4760,2024-07-30,2024-08-15,0,1.0,fashion & beauty products,beauty salon,2017
778382,5000,1500,0.0,2025-04-01,5 weeks credit ease,engineer,2025-08-01,1234,female,5000.0,2500,4,6500,2025-03-06,2025-03-20,0,0.0,food & hospitality,food kiosks,2020
711120,5000,1500,0.0,2024-07-19,5 weeks credit ease,engineer,2024-07-29,1233,male,7500.0,2500,4,6500,2024-07-19,2024-08-09,0,0.0,fashion & beauty products,cosmetic shop,2018
770144,5000,1500,0.0,2024-11-12,5 weeks credit ease,molo,2024-12-18,1224,male,9200.0,2500,4,6500,2024-09-16,2024-10-15,0,0.0,food & hospitality,green grocery (fruit/vegetables),2018
804967,5000,1500,2872.0,2025-02-20,5 weeks credit ease,molo,2025-03-27,1221,female,5000.0,2500,4,6500,2025-01-20,2025-02-10,0,0.0,food & hospitality,beverage manufacturing- juice etc,2019
795229,6000,1750,0.0,2025-02-27,5 weeks credit ease,engineer,2025-02-27,1215,female,19500.0,2500,4,7750,2025-01-10,2025-01-23,0,0.0,food & hospitality,food kiosks,2017
787069,10000,3850,0.0,2025-04-02,7 weeks credit ease,engineer,2025-02-21,1213,male,27500.0,2500,4,13850,2025-02-24,2025-03-14,0,0.0,food & hospitality,retail shop,2012
703242,7000,2000,0.0,2024-06-26,5 weeks credit ease,engineer,2024-10-07,1213,male,12000.0,2500,4,9000,2024-06-26,2024-07-16,0,0.0,wholesale & retail trade,retail shop,2018
797683,9000,2500,0.0,2025-02-15,5 weeks credit ease,engineer,2025-08-03,1211,female,14400.0,2000,4,11500,2024-12-05,2025-01-03,0,0.0,food & hospitality,green grocery (fruit/vegetables),2019
702713,5000,1500,0.0,2024-06-27,5 weeks credit ease,engineer,2024-09-07,1211,male,14000.0,1800,4,6500,2024-07-23,2024-08-08,0,5.0,wholesale & retail trade,green grocery (fruit/vegetables),2016
715786,9000,2500,0.0,2024-07-25,5 weeks credit ease,engineer,2024-10-08,1204,female,30600.0,2500,4,11500,2024-09-04,2024-09-25,0,5.0,food & hospitality,retail shop,2019
694810,5000,1500,0.0,2024-06-18,5 weeks credit ease,engineer,2024-06-18,1201,male,10000.0,3500,4,3800,2024-06-18,2024-07-04,0,2.0,"agriculture, forestry & fishing",green grocery (fruit/vegetables),2019
692703,5000,1500,0.0,2024-06-06,5 weeks credit ease,engineer,2024-06-13,1195,female,5800.0,2500,4,6500,2024-08-05,2024-08-22,0,5.0,wholesale & retail trade,retail shop,2011
691998,5000,1500,130.0,2024-08-05,5 weeks credit ease,molo,2024-12-06,1192,female,10700.0,1200,4,470,2024-08-05,2024-10-11,0,5.0,food & hospitality,retail shop,2018
698899,7000,2000,5140.0,2024-05-24,5 weeks credit ease,engineer,2024-06-28,1186,male,15200.0,2000,4,2600,2024-06-08,2024-07-23,0,5.0,food & hospitality,green grocery (fruit/vegetables),2019
691055,5000,1500,0.0,2024-05-28,5 weeks credit ease,molo,2024-10-06,1185,female,5000.0,2500,4,6500,2024-07-04,2024-07-14,0,5.0,general hardware & electronics,electronic accessory shops/repairs,2019
703960,6000,2450,394.43,2024-06-06,7 weeks credit ease,engineer,2024-07-25,1184,female,10300.0,1800,4,1627,2024-07-17,2024-08-26,0,7.0,food & hospitality,retail shop,2022
833949,6000,1750,0.0,2025-05-27,5 weeks credit ease,engineer,2025-03-06,1172,female,8200.0,2000,4,7750,2025-05-27,2025-07-08,0,3.0,wholesale & retail trade,retail shop,2018
693787,5000,1500,0.0,2024-05-24,5 weeks credit ease,engineer,2024-06-17,1157,male,7000.0,1500,4,6500,2024-06-07,2024-08-05,0,5.0,food & hospitality,green grocery (fruit/vegetables),2018
701722,9000,2500,0.0,2024-06-20,5 weeks credit ease,engineer,2024-05-07,1152,female,18000.0,1800,4,11500,2024-06-13,2024-07-03,0,0.0,food & hospitality,green grocery (fruit/vegetables),2016
680194,5000,1500,0.0,2024-04-30,5 weeks credit ease,engineer,2024-05-13,1152,male,5700.0,2000,4,6500,2024-04-30,2024-05-19,0,0.0,food & hospitality,green grocery (fruit/vegetables),2023
679346,5000,1500,0.0,2024-04-05,5 weeks credit ease,engineer,2024-10-05,1148,male,9200.0,2500,4,6500,2024-04-05,2024-04-26,0,0.0,food & hospitality,bar/ restaurant,2016
943095,14000,3750,10650.0,2025-11-14,5 weeks credit ease,molo,2025-12-19,1144,female,18000.0,2500,4,13800,2025-11-07,2025-11-30,0,1.0,food & hospitality,food kiosks,2018
874252,4000,1250,0.0,2025-08-22,5 weeks credit ease,molo,2025-08-21,1142,male,5300.0,2000,4,5250,2025-01-21,2025-02-07,0,0.0,personal services,farming-animal products,2019
689519,5000,1500,0.0,2024-05-30,5 weeks credit ease,molo,2024-05-06,1136,female,13000.0,1800,4,6500,2024-07-31,2024-08-21,0,5.0,food & hospitality,green grocery (fruit/vegetables),2023
687797,5000,1500,0.0,2024-05-30,5 weeks credit ease,molo,2024-05-31,1134,female,8800.0,1800,4,6500,2024-05-30,2024-06-19,0,0.0,food & hospitality,green grocery (fruit/vegetables),2014
743557,5000,1500,0.0,2024-10-14,5 weeks credit ease,molo,2024-10-16,1134,female,5000.0,2000,4,6500,2024-08-26,2024-09-11,0,0.0,fashion & beauty products,cosmetic shop,2020
675226,5000,1500,4740.0,2024-03-25,5 weeks credit ease,engineer,2024-04-29,1127,female,12500.0,1800,4,4300,2024-03-25,2024-04-08,0,1.0,food & hospitality,second hand clothes,2019
689396,9000,2500,0.0,2024-05-18,5 weeks credit ease,engineer,2024-04-06,1125,female,10500.0,1800,4,11500,2024-05-18,2024-06-10,0,0.0,fashion & beauty products,cosmetic shop,2013
714656,5000,1500,0.0,2024-03-08,5 weeks credit ease,engineer,2024-07-08,1124,female,8000.0,2500,4,6500,2024-03-11,2024-03-30,0,0.0,food & hospitality,green grocery (fruit/vegetables),2018
885576,5000,1500,0.0,2025-11-09,5 weeks credit ease,engineer,2025-11-09,1124,female,16000.0,2000,4,6500,2024-08-03,2025-08-07,0,0.0,natural resources/environmental,firewood & charcoal vendor,2020
674583,5000,1500,0.0,2024-03-28,5 weeks credit ease,engineer,2024-04-26,1123,male,8000.0,1800,4,6500,2024-04-26,2024-05-09,0,5.0,personal services,beauty salon,2018
757909,10000,2750,10800.0,2024-10-15,5 weeks credit ease,molo,2024-11-19,1114,male,12900.0,2000,4,1850,2024-10-21,2024-11-01,0,5.0,food & hospitality,bar/ restaurant,2015
714713,7000,2000,0.0,2024-07-23,5 weeks credit ease,engineer,2024-07-08,1113,male,16800.0,3000,4,9000,2024-07-23,2024-08-14,0,0.0,food & hospitality,food kiosks,2016
781360,15000,5600,0.0,2025-01-16,7 weeks credit ease,engineer,2025-01-30,1111,male,39000.0,7000,4,20600,2025-01-29,2025-02-19,0,3.0,fashion & beauty products,second hand clothes,2017
688987,11000,3000,0.0,2024-05-17,5 weeks credit ease,engineer,2024-04-06,1108,female,24800.0,2000,4,14000,2024-05-06,2024-05-23,0,0.0,food & hospitality,food kiosks,2011
681533,9000,2500,0.0,2024-04-30,5 weeks credit ease,engineer,2024-05-16,1108,female,13500.0,2000,4,11500,2024-04-24,2024-05-06,0,0.0,fashion & beauty products,beauty salon,2018
671861,5000,1500,0.0,2024-03-28,5 weeks credit ease,engineer,2024-04-19,1108,female,12500.0,2500,4,6500,2024-04-11,2024-04-24,0,2.0,personal services,tailoring services,2014
669099,5000,1500,0.0,2024-03-21,5 weeks credit ease,engineer,2024-12-04,1104,male,7100.0,2000,4,6500,2024-03-21,2024-03-28,0,0.0,food & hospitality,food kiosks,2016
659492,5000,1500,0.0,2024-03-14,5 weeks credit ease,engineer,2024-03-15,1099,female,6000.0,2500,4,6500,2024-03-14,2024-03-26,0,0.0,"agriculture, forestry & fishing",green grocery (fruit/vegetables),2018
768023,5000,1500,0.0,2024-11-30,5 weeks credit ease,engineer,2024-12-13,1099,male,6000.0,3000,4,6500,2024-11-30,2024-12-21,0,0.0,human health & animal services,private health services,2019
667977,5000,1500,0.0,2024-03-26,5 weeks credit ease,engineer,2024-09-04,1097,female,11000.0,2000,4,6500,2024-03-26,2024-04-09,0,0.0,personal services,beauty salon,2011
661930,5000,1500,0.0,2024-03-16,5 weeks credit ease,molo,2024-03-25,1095,male,8300.0,3000,4,6500,2024-03-16,2024-04-06,0,0.0,personal services,farming-animal products,2014
699768,5000,1500,0.0,2024-06-22,5 weeks credit ease,molo,2024-01-07,1095,female,11700.0,1200,4,6500,2024-06-22,2024-07-12,0,0.0,human health & animal services,pharmacy/dispensing chemist,2018
828652,7000,2000,520.0,2025-04-17,5 weeks credit ease,molo,2025-05-22,1076,female,9300.0,1800,4,780,2025-05-20,2025-06-13,0,5.0,food & hospitality,green grocery (fruit/vegetables),2020
661815,5000,1500,0.0,2024-03-18,5 weeks credit ease,molo,2024-03-23,1072,male,6400.0,1800,4,6500,2024-04-02,2024-04-16,0,3.0,food & hospitality,bakery (bread & confectionaries),2016
755492,5000,1500,0.0,2024-11-14,5 weeks credit ease,molo,2024-11-13,1063,female,8800.0,2500,4,6500,2025-02-07,2025-03-01,0,5.0,food & hospitality,green grocery (fruit/vegetables),2020
677274,12000,4550,0.0,2024-05-15,7 weeks credit ease,molo,2024-05-17,1058,female,22500.0,2500,4,16550,2024-07-13,2024-07-26,0,7.0,fashion & beauty products,new clothes,2019
858686,10000,2750,0.0,2025-07-24,5 weeks credit ease,molo,2025-07-24,1048,male,23300.0,1800,4,9550,2025-11-06,2025-11-27,0,5.0,food & hospitality,beauty salon,2020
896434,10000,2750,0.0,2025-09-19,5 weeks credit ease,molo,2025-01-10,1014,female,20000.0,2500,4,4461,2025-11-19,2025-11-27,0,5.0,food & hospitality,food kiosks,2021
663594,10000,3850,0.0,2024-03-28,7 weeks credit ease,molo,2024-11-04,1005,male,13000.0,2000,4,13850,2024-08-06,2024-08-22,0,7.0,fashion & beauty products,second hand clothes,2023
747400,7000,2000,0.0,2024-10-14,5 weeks credit ease,molo,2024-10-24,993,male,7800.0,20000,4,9000,2025-04-10,2025-04-21,0,5.0,agriculture,farming-crop products (coconuts etc),2023
673743,5000,1500,0.0,2024-04-16,5 weeks credit ease,molo,2024-04-25,993,male,12000.0,2500,4,6500,2024-10-08,2024-10-20,0,5.0,food & hospitality,green grocery (fruit/vegetables),2016
754802,5000,1500,0.0,2024-10-31,5 weeks credit ease,molo,2024-11-11,983,female,7000.0,2000,4,6500,2025-05-13,2025-07-05,0,5.0,food & hospitality,bar/ restaurant,2021
682337,6000,1750,0.0,2024-10-05,5 weeks credit ease,molo,2024-05-18,982,female,12000.0,2000,4,7750,2024-09-13,2024-10-03,0,0.0,food & hospitality,bar/ restaurant,2018
723526,18000,6650,0.0,2024-08-27,7 weeks credit ease,molo,2024-12-09,973,female,45000.0,20000,4,24650,2024-12-11,2024-12-30,0,7.0,food & hospitality,food kiosks,2019
688705,5000,1500,0.0,2024-05-24,5 weeks credit ease,molo,2024-03-06,969,male,10000.0,2000,4,6500,2025-02-06,2025-02-26,0,5.0,food & hospitality,food kiosks,2023
768135,5000,1500,0.0,2024-12-13,5 weeks credit ease,molo,2024-12-14,969,female,16200.0,1500,4,6500,2025-07-21,2025-08-04,0,5.0,food & hospitality,green grocery (fruit/vegetables),2022
799270,6000,1750,0.0,2025-06-03,5 weeks credit ease,molo,2025-03-13,969,male,6600.0,2500,4,6500,2025-11-17,2025-11-30,0,5.0,fashion & beauty products,tailoring services,2023
693030,22000,8050,0.0,2024-06-28,7 weeks credit ease,molo,2024-06-28,924,female,35200.0,7000,4,18100,2025-07-15,2025-10-03,0,7.0,fashion & beauty products,footware shop,2016
798180,5000,1500,0.0,2025-10-03,5 weeks credit ease,molo,2025-10-03,921,female,12000.0,2000,4,1987,2025-11-24,2025-11-30,0,5.0,food & hospitality,green grocery (fruit/vegetables),2011
669390,18000,6650,0.0,2024-04-19,7 weeks credit ease,molo,2024-04-27,887,female,27000.0,2500,4,8085,2025-06-10,2025-10-26,0,7.0,personal services,beauty salon,2020
846361,10000,2750,0.0,2025-06-30,5 weeks credit ease,molo,2025-06-30,798,male,10000.0,1800,4,4710,2025-11-04,2025-11-12,0,5.0,food & hospitality,green grocery (fruit/vegetables),2022
815979,5000,1500,0.0,2025-11-04,5 weeks credit ease,molo,2025-04-24,624,female,7500.0,0,4,4220,2025-11-01,2025-11-27,0,4.0,food & hospitality,farming-crop products (coconuts etc),2019
664692,30000,15500,0.0,2024-11-04,10 weeks credit ease,molo,2024-04-05,620,female,41200.0,7000,4,9801,2025-09-16,2025-11-28,0,10.0,food & hospitality,seafood- fish vendor,2018
688424,9000,2500,0.0,2024-05-27,5 weeks credit ease,molo,2024-03-06,618,female,11200.0,1800,4,11500,2025-03-13,2025-03-26,0,5.0,agriculture,farming-animal products,2018
