LoanId,AmountDisbursed,Interest,LoanBalance,BorrowDate,Product,Branch,ClearDate,CustomerId,Gender,LoanLimit,CreditScore,loan_repayment_txn_count,loan_repayment_total_paid,loan_repayment_first_payment,loan_repayment_last_payment,loan_overpayment,missed_instalments,Industry,Business Type,Year of Establishment
775398,8000,2250,0,12/23/2024,5 WEEKS CREDIT EASE,MOLO,31/12/2024,1309,FEMALE,16000,2500,5,10250,9/12/2024,7/1/2025,0,0,Human Health & Animal Services,Pharmacy/Dispensing Chemist,2016
751378,6000,1750,0,10/29/2024,5 WEEKS CREDIT EASE,MOLO,11/2/2024,1309,FEMALE,8400,2500,5,7750,26/10/2024,19/11/2024,0,0,Food & Hospitality,Seafood- Fish vendor,2018
909434,6000,1750,0,10/14/2025,5 WEEKS CREDIT EASE,ENGINEER,22/10/2025,1307,MALE,9400,1800,5,7750,26/08/2025,17/09/2025,0,0,Personal Services ,Beauty Salon,2018
754318,7000,2800,0,11/20/2024,7 WEEKS CREDIT EASE,ENGINEER,25/11/2024,1296,FEMALE,12600,1800,5,9800,18/09/2024,15/10/2024,0,0,Food & Hospitality,Meat Vendor-Butchery,2018
728616,5000,1500,0,8/30/2024,5 WEEKS CREDIT EASE,MOLO,9/11/2024,1289,MALE,0,2500,5,6500,30/08/2024,20/09/2024,0,0,Personal Services ,Farming-Animal Products,2020
724097,5000,1500,0,8/26/2024,5 WEEKS CREDIT EASE,MOLO,30/08/2024,1277,MALE,8800,2500,5,6500,26/08/2024,16/09/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
736657,5000,1500,0,9/16/2024,5 WEEKS CREDIT EASE,MOLO,30/09/2024,1277,FEMALE,7500,1500,5,4200,16/09/2024,8/10/2024,0,1,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
757574,13000,3500,17980,10/14/2024,5 WEEKS CREDIT EASE,ENGINEER,18/11/2024,1276,MALE,15600,2500,5,10750,9/10/2024,28/10/2024,0,1,Food & Hospitality,Food Kiosks,2014
724056,5000,1500,0,8/8/2024,5 WEEKS CREDIT EASE,ENGINEER,30/08/2024,1276,MALE,10000,2500,5,6500,8/8/2024,20/08/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2014
733618,5000,1500,0,9/9/2024,5 WEEKS CREDIT EASE,MOLO,23/09/2024,1273,MALE,6000,2000,5,6500,9/9/2024,15/10/2024,0,2,Fashion & Beauty Products,Second Hand Clothes,2018
742248,5000,1500,0,10/15/2024,5 WEEKS CREDIT EASE,MOLO,14/10/2024,1273,FEMALE,9000,2500,5,6500,15/10/2024,3/8/2025,0,2,Food & Hospitality,Food Kiosks,2011
773520,12000,3250,0,12/19/2024,5 WEEKS CREDIT EASE,MOLO,26/12/2024,1266,FEMALE,21600,1800,5,15250,5/12/2024,26/12/2024,0,0,Food & Hospitality,Farming-Animal Products,2014
720044,5000,1500,0,8/20/2024,5 WEEKS CREDIT EASE,MOLO,21/08/2024,1266,FEMALE,9000,2500,5,6500,20/08/2024,10/9/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2021
749380,10000,2750,0,10/22/2024,5 WEEKS CREDIT EASE,ENGINEER,29/10/2024,1265,FEMALE,16000,1800,5,12750,24/09/2024,21/10/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2020
719525,7000,2000,0,8/15/2024,5 WEEKS CREDIT EASE,ENGINEER,20/08/2024,1265,FEMALE,10500,2000,5,9000,15/08/2024,11/9/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2016
732048,7000,2000,0,11/9/2024,5 WEEKS CREDIT EASE,ENGINEER,19/09/2024,1265,FEMALE,4200,2500,5,9000,21/10/2024,2/11/2024,0,0,Personal Services ,Tailoring Services,2011
773491,5000,1500,0,12/18/2024,5 WEEKS CREDIT EASE,MOLO,26/12/2024,1264,FEMALE,45000,3000,5,6500,18/12/2024,8/1/2025,0,0,Fashion & Beauty Products,Hawking- Mobile merchandize Services,2018
718776,5000,1500,0,8/16/2024,5 WEEKS CREDIT EASE,MOLO,17/08/2024,1261,MALE,10000,1800,5,6500,16/08/2024,12/9/2024,0,0,Fashion & Beauty Products,Second Hand Clothes,2017
747703,5000,1500,0,10/23/2024,5 WEEKS CREDIT EASE,MOLO,25/10/2024,1261,FEMALE,8600,2800,5,6500,17/10/2024,12/11/2024,0,0,Personal Services ,Taxi & Rental Services,2022
729761,5000,1500,0,7/9/2024,5 WEEKS CREDIT EASE,ENGINEER,13/09/2024,1257,MALE,8300,3000,5,6500,10/7/2024,7/8/2024,0,0,Human Health & Animal Services,Private Health Services,2019
741951,5000,1500,0,11/10/2024,5 WEEKS CREDIT EASE,ENGINEER,10/12/2024,1257,FEMALE,10000,1800,5,6500,6/9/2024,27/09/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
735555,7000,2000,0,9/17/2024,5 WEEKS CREDIT EASE,ENGINEER,27/09/2024,1256,FEMALE,9800,2500,5,9000,28/08/2024,24/09/2024,0,0,Food & Hospitality,Retail Shop,2016
768555,7000,2000,0,12/13/2024,5 WEEKS CREDIT EASE,ENGINEER,16/12/2024,1256,MALE,11400,2000,5,9000,25/11/2024,20/12/2024,0,0,Personal Services ,New Clothes,2019
767105,7000,2800,0,12/23/2024,7 WEEKS CREDIT EASE,ENGINEER,25/12/2024,1250,MALE,7000,3000,5,9800,3/10/2024,13/11/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2015
725561,7000,2000,0,8/30/2024,5 WEEKS CREDIT EASE,ENGINEER,9/3/2024,1250,FEMALE,9000,1800,5,9000,5/9/2024,3/10/2024,0,3,Fashion & Beauty Products,Second Hand Clothes,2013
715052,5000,1500,0,7/30/2024,5 WEEKS CREDIT EASE,ENGINEER,8/8/2024,1250,MALE,5600,1800,5,6500,12/8/2024,5/9/2024,0,4,Food & Hospitality,Bar/ Restaurant,2019
784996,9000,2500,0,1/14/2025,5 WEEKS CREDIT EASE,MOLO,28/01/2025,1249,MALE,12600,2500,5,11500,23/12/2024,14/01/2025,0,0,Personal Services ,Retail Shop,2019
880243,7000,2000,0,8/23/2025,5 WEEKS CREDIT EASE,MOLO,9/1/2025,1249,FEMALE,12600,2500,5,9000,14/09/2025,12/10/2025,0,5,Food & Hospitality,Beverage Manufacturing- Juice etc,2020
858518,5000,1500,0,7/23/2025,5 WEEKS CREDIT EASE,MOLO,24/07/2025,1249,MALE,5800,2000,5,6500,23/08/2025,14/09/2025,0,5,Fashion & Beauty Products,Second Hand Clothes,2017
809194,8000,2250,0,8/4/2025,5 WEEKS CREDIT EASE,MOLO,4/8/2025,1248,MALE,12000,2500,5,10250,6/2/2025,4/3/2025,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
713320,7000,2000,5840,6/30/2024,5 WEEKS CREDIT EASE,ENGINEER,8/4/2024,1243,FEMALE,14000,2800,5,7300,30/06/2024,23/07/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
718878,7000,2000,0,8/16/2024,5 WEEKS CREDIT EASE,ENGINEER,19/08/2024,1236,FEMALE,10500,3000,5,9000,28/07/2024,22/08/2024,0,0,Personal Services ,Cosmetic Shop,2016
711169,5000,1500,0,7/25/2024,5 WEEKS CREDIT EASE,ENGINEER,30/07/2024,1234,MALE,12000,2000,5,6500,8/8/2024,3/9/2024,0,3,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
721610,7000,2000,0,9/8/2024,5 WEEKS CREDIT EASE,ENGINEER,23/08/2024,1233,MALE,12600,2800,5,9000,9/8/2024,30/08/2024,0,0,Fashion & Beauty Products,New Clothes,2018
749020,9000,3500,0,10/23/2024,7 WEEKS CREDIT EASE,ENGINEER,11/11/2024,1226,FEMALE,14400,2000,5,12500,21/10/2024,12/11/2024,0,0,Finance & Insurance,Retail Shop,2016
718306,7000,2000,0,8/16/2024,5 WEEKS CREDIT EASE,ENGINEER,16/08/2024,1226,MALE,11700,2000,5,9000,16/08/2024,13/09/2024,0,0,Food & Hospitality,Retail Shop,2019
715765,7000,2000,0,10/8/2024,5 WEEKS CREDIT EASE,MOLO,8/10/2024,1224,MALE,8000,2500,5,9000,20/07/2024,19/08/2024,0,0,Food & Hospitality,Food Kiosks,2024
747151,5000,1500,0,10/24/2024,5 WEEKS CREDIT EASE,MOLO,23/10/2024,1224,FEMALE,7500,2000,5,6500,19/08/2024,16/09/2024,0,0,Food & Hospitality,Food Kiosks,2017
722440,9000,2500,0,12/8/2024,5 WEEKS CREDIT EASE,ENGINEER,26/08/2024,1222,FEMALE,18000,2000,5,11500,16/09/2024,10/10/2024,0,0,Food & Hospitality,Food Kiosks,2019
705719,5000,1500,0,6/30/2024,5 WEEKS CREDIT EASE,ENGINEER,17/07/2024,1222,MALE,0,3000,5,6500,29/06/2024,14/07/2024,0,0,Food & Hospitality,Meat Vendor-Butchery,2011
769048,10000,2750,0,12/16/2024,5 WEEKS CREDIT EASE,MOLO,17/12/2024,1221,FEMALE,14000,2500,5,12750,25/11/2024,23/12/2024,0,0,Food & Hospitality,Retail Shop,2016
736975,8000,2250,0,12/10/2024,5 WEEKS CREDIT EASE,ENGINEER,30/09/2024,1214,MALE,15200,1800,5,10250,12/10/2024,11/11/2024,0,0,Fashion & Beauty Products,Second Hand Clothes,2018
738623,9000,3500,0,10/18/2024,7 WEEKS CREDIT EASE,ENGINEER,18/10/2024,1213,MALE,22500,2500,5,12500,15/09/2024,25/10/2024,0,0,Food & Hospitality,Food Kiosks,2014
810298,10000,2750,11800,7/3/2025,5 WEEKS CREDIT EASE,ENGINEER,4/11/2025,1211,MALE,18000,2500,5,15750,21/02/2025,14/03/2025,3000,0,Personal & Professional Services,Food Kiosks,2015
803008,10000,2750,0,7/3/2025,5 WEEKS CREDIT EASE,ENGINEER,22/03/2025,1211,MALE,10000,2500,5,12750,1/2/2025,21/02/2025,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2020
720336,9000,2500,0,8/8/2024,5 WEEKS CREDIT EASE,ENGINEER,21/08/2024,1211,MALE,9000,2500,5,11500,20/08/2024,16/09/2024,0,3,Fashion & Beauty Products,Second Hand Clothes,2019
782253,5000,1500,0,1/15/2025,5 WEEKS CREDIT EASE,MOLO,20/01/2025,1207,MALE,6000,1500,5,6500,12/1/2025,2/2/2025,0,0,Personal Services ,Private School,2023
792317,5000,1500,0,10/2/2025,5 WEEKS CREDIT EASE,MOLO,19/02/2025,1207,FEMALE,13000,2000,5,4300,19/06/2025,28/06/2025,0,1,Business & Information,Retail Shop,2019
768534,9000,2500,0,11/28/2024,5 WEEKS CREDIT EASE,MOLO,16/12/2024,1205,FEMALE,11200,1800,5,11500,25/11/2024,16/12/2024,0,0,Food & Hospitality,Food Kiosks,2019
797343,9000,2500,0,3/29/2025,5 WEEKS CREDIT EASE,MOLO,3/7/2025,1205,MALE,10500,1800,5,11500,21/02/2025,4/4/2025,0,0,Food & Hospitality,Food Kiosks,2020
722525,8000,2250,0,8/21/2024,5 WEEKS CREDIT EASE,MOLO,27/08/2024,1205,FEMALE,8800,3500,5,10250,12/8/2024,3/9/2024,0,0,Food & Hospitality,Cereals,2014
706977,7000,2000,0,6/7/2024,5 WEEKS CREDIT EASE,ENGINEER,18/07/2024,1204,MALE,11200,3000,5,9000,1/8/2024,21/08/2024,0,5,Business & Information,Retail Shop,2015
697793,5000,1500,0,6/13/2024,5 WEEKS CREDIT EASE,ENGINEER,26/06/2024,1204,FEMALE,5000,1800,5,6500,21/08/2024,4/9/2024,0,5,Food & Hospitality,Meat Vendor-Butchery,2013
692989,5000,1500,0,7/6/2024,5 WEEKS CREDIT EASE,MOLO,14/06/2024,1196,FEMALE,16200,2000,5,6500,6/7/2024,18/07/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2016
772070,5000,1500,0,12/23/2024,5 WEEKS CREDIT EASE,ENGINEER,24/12/2024,1175,MALE,6000,2000,5,6500,31/08/2024,20/09/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
748076,7000,2000,0,10/24/2024,5 WEEKS CREDIT EASE,ENGINEER,25/10/2024,1174,MALE,9300,1500,5,9000,20/08/2024,20/09/2024,0,0,Food & Hospitality,Retail Shop,2017
722843,5000,1500,0,8/26/2024,5 WEEKS CREDIT EASE,ENGINEER,27/08/2024,1174,FEMALE,6900,1800,5,6500,28/05/2024,26/06/2024,0,0,Fashion & Beauty Products,Second Hand Clothes,2015
782601,6000,1750,0,1/20/2025,5 WEEKS CREDIT EASE,ENGINEER,20/01/2025,1172,MALE,6000,2500,5,7750,16/12/2024,20/01/2025,0,0,Agriculture ,Farming-Crop Products (Coconuts etc),2019
793952,5000,1500,0,2/22/2025,5 WEEKS CREDIT EASE,ENGINEER,24/02/2025,1172,MALE,8800,1800,5,6500,20/01/2025,22/02/2025,0,0,Food & Hospitality,Tailoring Services,2014
768861,14000,5250,0,12/16/2024,7 WEEKS CREDIT EASE,ENGINEER,30/12/2024,1168,MALE,14000,2500,5,19250,18/11/2024,16/12/2024,0,0,Food & Hospitality,Food Kiosks,2017
730295,11000,3000,0,9/9/2024,5 WEEKS CREDIT EASE,ENGINEER,16/09/2024,1168,MALE,11000,3000,5,14000,12/8/2024,9/9/2024,0,0,Fashion & Beauty Products,Tailoring Services,2017
719322,9000,2500,0,12/8/2024,5 WEEKS CREDIT EASE,ENGINEER,19/08/2024,1168,FEMALE,9000,1800,5,11500,28/10/2024,18/11/2024,0,0,Food & Hospitality,Food Kiosks,2018
707911,9000,2500,0,7/16/2024,5 WEEKS CREDIT EASE,MOLO,22/07/2024,1163,MALE,29200,2000,5,11500,30/06/2024,23/07/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
704055,11000,6000,0,5/8/2024,10 WEEKS CREDIT EASE,ENGINEER,16/08/2024,1157,MALE,22000,2500,5,17000,13/05/2024,7/6/2024,0,2,Food & Hospitality,Green Grocery (Fruit/Vegetables),2022
709800,10000,2750,0,7/13/2024,5 WEEKS CREDIT EASE,ENGINEER,25/07/2024,1152,MALE,15000,2500,5,12750,3/7/2024,21/07/2024,0,0,Food & Hospitality,Meat Vendor-Butchery,2016
764220,5000,1500,0,11/2/2025,5 WEEKS CREDIT EASE,MOLO,12/4/2024,1151,MALE,8000,2000,5,6500,19/03/2025,8/4/2025,0,0,Natural Resources/Environmental ,Firewood & Charcoal Vendor,2019
678791,5000,1500,0,4/29/2024,5 WEEKS CREDIT EASE,MOLO,5/9/2024,1147,FEMALE,9200,2000,5,6500,29/04/2024,14/05/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2023
802636,12000,3250,0,3/21/2025,5 WEEKS CREDIT EASE,MOLO,21/03/2025,1144,MALE,20400,2000,5,15250,14/02/2025,14/03/2025,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2015
676796,5000,1500,3000,3/28/2024,5 WEEKS CREDIT EASE,MOLO,5/2/2024,1137,FEMALE,3000,1500,5,5700,28/03/2024,18/04/2024,0,0,Personal Services ,Tailoring Services,2018
714745,7000,2000,0,7/8/2024,5 WEEKS CREDIT EASE,MOLO,8/8/2024,1136,MALE,8400,2000,5,9000,21/08/2024,11/9/2024,0,5,Food & Hospitality,Food Kiosks,2017
682507,7000,2000,0,4/29/2024,5 WEEKS CREDIT EASE,ENGINEER,18/05/2024,1125,MALE,12600,2000,5,9000,29/04/2024,18/05/2024,0,1,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
690149,10000,2750,0,3/6/2024,5 WEEKS CREDIT EASE,ENGINEER,6/7/2024,1123,FEMALE,11400,2500,5,12750,28/03/2024,26/04/2024,0,5,Fashion & Beauty Products,Cosmetic Shop,2015
709838,9000,2500,0,7/24/2024,5 WEEKS CREDIT EASE,MOLO,25/07/2024,1118,FEMALE,11600,2000,5,8300,17/07/2024,24/07/2024,0,1,Food & Hospitality,Green Grocery (Fruit/Vegetables),2020
674189,5000,1500,0,4/25/2024,5 WEEKS CREDIT EASE,MOLO,25/04/2024,1118,MALE,13800,2500,5,6500,25/04/2024,15/05/2024,0,0,Food & Hospitality,Retail Shop,2017
746639,10000,2750,0,10/15/2024,5 WEEKS CREDIT EASE,MOLO,23/10/2024,1114,MALE,14000,2000,5,12750,24/09/2024,21/10/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
697261,6000,1750,0,6/25/2024,5 WEEKS CREDIT EASE,ENGINEER,25/06/2024,1113,FEMALE,12000,2000,5,7750,25/06/2024,23/07/2024,0,0,General Hardware & Electronics,Workshop (wood & Metal) ,2013
801739,20000,7350,0,3/13/2025,7 WEEKS CREDIT EASE,ENGINEER,4/2/2025,1111,FEMALE,56000,7000,5,27350,19/02/2025,20/03/2025,0,0,Fashion & Beauty Products,Second Hand Clothes,2019
687516,8000,2250,0,5/24/2024,5 WEEKS CREDIT EASE,ENGINEER,30/05/2024,1111,FEMALE,8000,2000,5,10250,15/05/2024,6/6/2024,0,0,Food & Hospitality,Food Kiosks,2017
672935,5000,1500,0,4/22/2024,5 WEEKS CREDIT EASE,ENGINEER,23/04/2024,1111,FEMALE,6400,2000,5,6500,22/04/2024,15/05/2024,0,0,Food & Hospitality,Bar/ Restaurant,2019
762643,8000,3150,0,11/3/2025,7 WEEKS CREDIT EASE,ENGINEER,13/12/2024,1110,MALE,9600,2000,5,11150,2/10/2024,30/10/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
882187,15000,5600,0,2/9/2025,7 WEEKS CREDIT EASE,ENGINEER,19/09/2025,1103,MALE,17500,7000,5,20600,2/1/2025,19/02/2025,0,0,Food & Hospitality,Bar/ Restaurant,2016
804310,10000,2750,0,2/19/2025,5 WEEKS CREDIT EASE,ENGINEER,26/03/2025,1103,MALE,22000,2500,5,12750,10/3/2025,25/03/2025,0,4,Food & Hospitality,Green Grocery (Fruit/Vegetables),2024
668340,5000,1500,0,3/15/2024,5 WEEKS CREDIT EASE,ENGINEER,4/10/2024,1103,FEMALE,11000,2000,5,6500,14/03/2024,22/03/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
689705,8000,2250,0,5/21/2024,5 WEEKS CREDIT EASE,ENGINEER,6/6/2024,1102,MALE,8000,1800,5,10250,7/8/2024,21/08/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
664095,5000,1500,0,3/26/2024,5 WEEKS CREDIT EASE,MOLO,29/03/2024,1100,FEMALE,16200,2500,5,6500,26/03/2024,18/04/2024,0,0,Personal Services ,Barber Shop,2020
777005,7000,2800,0,6/1/2025,7 WEEKS CREDIT EASE,ENGINEER,18/01/2025,1099,FEMALE,7000,2500,5,9800,12/3/2025,7/4/2025,0,0,Food & Hospitality,Beverage Manufacturing- Juice etc,2015
652229,5000,1500,0,2/25/2024,5 WEEKS CREDIT EASE,MOLO,26/02/2024,1093,FEMALE,7800,3000,5,6500,25/02/2024,24/03/2024,0,0,"Agriculture, Forestry & Fishing",Farming-Crop Products (Coconuts etc),2023
664766,5000,1500,0,3/31/2024,5 WEEKS CREDIT EASE,MOLO,31/03/2024,1093,MALE,12500,1800,5,6500,24/03/2024,22/04/2024,0,0,Automobile Services,Automotive Part Sales,2019
652213,5000,1500,0,2/13/2024,5 WEEKS CREDIT EASE,MOLO,26/02/2024,1092,MALE,6400,2500,5,6500,13/02/2024,4/3/2024,0,0,Food & Hospitality,Bar/ Restaurant,2015
645995,5000,1500,0,8/1/2024,5 WEEKS CREDIT EASE,MOLO,2/12/2024,1088,FEMALE,7000,2000,5,6500,10/10/2024,9/11/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
645226,5000,1500,0,5/1/2024,5 WEEKS CREDIT EASE,MOLO,2/9/2024,1087,MALE,8000,2000,5,6500,31/05/2024,24/06/2024,0,5,Not defined,Hawking- Mobile merchandize Services,2018
722133,5000,1500,0,8/26/2024,5 WEEKS CREDIT EASE,MOLO,26/08/2024,1087,FEMALE,8000,2000,5,6500,14/08/2024,10/9/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2023
752059,5000,1500,360,9/30/2024,5 WEEKS CREDIT EASE,MOLO,11/4/2024,1087,FEMALE,5000,2000,5,4430,15/10/2024,4/12/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
688744,6000,1750,0,5/27/2024,5 WEEKS CREDIT EASE,MOLO,6/3/2024,1080,MALE,12000,2500,5,7750,16/06/2024,8/7/2024,0,5,Food & Hospitality,Bar/ Restaurant,2020
776481,12000,3250,0,3/1/2025,5 WEEKS CREDIT EASE,MOLO,1/3/2025,1063,MALE,13700,2000,5,8300,1/3/2025,26/09/2025,0,4,Transportation ,Food Kiosks,2017
751725,10000,2750,0,4/11/2024,5 WEEKS CREDIT EASE,MOLO,11/4/2024,1043,MALE,18000,2500,5,12750,2/8/2024,29/08/2024,0,5,Food & Hospitality,Beverage Manufacturing- Juice etc,2020
701579,5000,1500,0,5/7/2024,5 WEEKS CREDIT EASE,MOLO,7/5/2024,1043,MALE,6100,3000,5,6500,30/09/2024,21/10/2024,0,5,Agriculture ,Farming-Crop Products (Coconuts etc),2012
655764,9000,2500,0,2/17/2024,5 WEEKS CREDIT EASE,MOLO,3/6/2024,1041,FEMALE,13500,1800,5,11500,16/04/2024,3/5/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2022
723283,5000,1500,0,8/28/2024,5 WEEKS CREDIT EASE,MOLO,28/08/2024,1023,FEMALE,9200,1800,5,1480,21/02/2025,28/03/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2014
820461,10000,3850,0,6/5/2025,7 WEEKS CREDIT EASE,MOLO,19/05/2025,1014,FEMALE,24000,2000,5,13850,27/08/2025,19/09/2025,0,7,Food & Hospitality,Food Kiosks,2014
755940,7000,2800,0,11/14/2024,7 WEEKS CREDIT EASE,MOLO,28/11/2024,1014,FEMALE,9300,2000,5,9800,31/03/2025,21/04/2025,0,7,Food & Hospitality,Retail Shop,2019
797691,5000,1500,0,2/26/2025,5 WEEKS CREDIT EASE,MOLO,3/8/2025,1013,MALE,6500,3000,5,6500,20/06/2025,29/06/2025,0,5,Human Health & Animal Services,Private Health Services,2018
804739,5000,1500,0,3/14/2025,5 WEEKS CREDIT EASE,MOLO,27/03/2025,997,MALE,5600,2500,5,6500,6/7/2025,23/07/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2021
706520,7000,2000,0,9/7/2024,5 WEEKS CREDIT EASE,MOLO,18/07/2024,993,FEMALE,12600,2000,5,9000,15/02/2025,7/3/2025,0,5,Food & Hospitality,Bar/ Restaurant,2023
730174,7000,2000,0,8/28/2024,5 WEEKS CREDIT EASE,MOLO,14/09/2024,993,FEMALE,12600,1500,5,9000,28/01/2025,15/02/2025,0,5,Fashion & Beauty Products,Second Hand Clothes,2020
783390,5000,1500,0,1/14/2025,5 WEEKS CREDIT EASE,MOLO,22/01/2025,993,MALE,9000,2000,5,6500,14/05/2025,27/05/2025,0,5,Food & Hospitality,Retail Shop,2012
698464,9000,3500,0,6/25/2024,7 WEEKS CREDIT EASE,MOLO,7/11/2024,986,MALE,0,2500,5,12500,24/07/2024,16/08/2024,0,6,Fashion & Beauty Products,New Clothes,2020
764996,5000,1500,0,11/29/2024,5 WEEKS CREDIT EASE,MOLO,12/5/2024,983,FEMALE,7500,2500,5,6500,5/7/2025,17/07/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
805711,7000,2000,0,3/24/2025,5 WEEKS CREDIT EASE,MOLO,29/03/2025,983,MALE,7000,2000,5,1390,23/09/2025,21/11/2025,0,5,Not defined,Other,2013
692862,6000,1750,0,8/6/2024,5 WEEKS CREDIT EASE,MOLO,14/06/2024,982,FEMALE,9600,2500,5,7750,10/5/2024,6/6/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2016
671968,5000,1500,0,4/13/2024,5 WEEKS CREDIT EASE,MOLO,20/04/2024,982,FEMALE,16200,3000,5,6500,13/04/2024,10/5/2024,0,0,Agriculture ,Farming-Crop Products (Coconuts etc),2013
775417,24000,8750,0,12/30/2024,7 WEEKS CREDIT EASE,MOLO,15/01/2025,973,FEMALE,60000,2500,5,30805,25/03/2025,15/04/2025,0,7,"Agriculture, Forestry & Fishing",Farming-Crop Products (Coconuts etc),2017
737614,18000,6650,0,9/22/2024,7 WEEKS CREDIT EASE,MOLO,16/10/2024,973,FEMALE,25200,7000,5,24650,30/12/2024,29/01/2025,0,7,Food & Hospitality,Food Kiosks,2019
656580,15000,5600,0,3/22/2024,7 WEEKS CREDIT EASE,MOLO,22/03/2024,973,MALE,20000,7000,5,20600,21/11/2024,11/12/2024,0,7,Food & Hospitality,Retail Shop,2015
842531,12000,3250,0,6/17/2025,5 WEEKS CREDIT EASE,MOLO,21/06/2025,970,MALE,12000,2500,5,7300,10/11/2025,24/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2020
658977,5000,1500,0,11/3/2024,5 WEEKS CREDIT EASE,MOLO,14/03/2024,969,MALE,8600,2000,5,6500,4/7/2025,21/07/2025,0,5,Wholesale & Retail Trade,Footware shop,2019
677674,5000,1500,0,4/29/2024,5 WEEKS CREDIT EASE,MOLO,5/7/2024,969,MALE,5500,0,5,6500,11/1/2025,6/2/2025,0,5,Personal Services ,Mobile Money Services-Mpesa,2015
698831,5000,1500,0,6/27/2024,5 WEEKS CREDIT EASE,MOLO,28/06/2024,969,FEMALE,5000,1800,5,6500,26/02/2025,19/03/2025,0,5,Food & Hospitality,Entertainment/Party & Events Planning,2020
790327,5000,1500,0,6/2/2025,5 WEEKS CREDIT EASE,MOLO,15/02/2025,969,FEMALE,7000,2500,5,6500,27/10/2025,17/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
686131,22000,11500,0,4/6/2024,10 WEEKS CREDIT EASE,MOLO,7/1/2024,959,MALE,71500,2500,5,3000,30/09/2024,11/10/2024,0,10,Food & Hospitality,Green Grocery (Fruit/Vegetables),2015
701374,20000,7350,0,12/7/2024,7 WEEKS CREDIT EASE,MOLO,18/07/2024,932,FEMALE,26700,7000,5,27350,17/02/2025,28/03/2025,0,7,Transportation ,Motor Bike Transportation,2020
651977,13000,3500,0,8/3/2024,5 WEEKS CREDIT EASE,MOLO,26/02/2024,932,FEMALE,18800,2500,5,16500,3/9/2024,2/10/2024,0,5,Real Estate & Housing,Workshop (wood & Metal) ,2010
849424,22000,8050,0,7/19/2025,7 WEEKS CREDIT EASE,MOLO,19/07/2025,925,FEMALE,49500,2500,5,30050,3/10/2025,25/10/2025,0,7,Business & Information,Bureau & Publishing Services,2017
906410,30000,7750,0,11/10/2025,5 WEEKS CREDIT EASE,MOLO,17/10/2025,925,FEMALE,48000,7000,5,27351,2/11/2025,28/11/2025,0,1,Personal Services ,Barber Shop,2021
832020,20000,7350,0,5/31/2025,7 WEEKS CREDIT EASE,MOLO,13/06/2025,925,FEMALE,36700,7000,5,27350,8/9/2025,3/10/2025,0,7,Food & Hospitality,Retail Shop,2017
888151,4000,1250,0,9/16/2025,5 WEEKS CREDIT EASE,MOLO,16/09/2025,878,MALE,11200,2000,5,3750,24/09/2025,23/10/2025,0,5,Food & Hospitality,Retail Shop,2019
924257,5000,1500,0,5/11/2025,5 WEEKS CREDIT EASE,MOLO,17/11/2025,872,FEMALE,10000,2000,5,1301,24/11/2025,27/11/2025,0,5,Food & Hospitality,Food Kiosks,2019
769704,32000,16500,0,12/17/2024,10 WEEKS CREDIT EASE,MOLO,22/01/2025,851,MALE,50300,15000,5,48500,20/09/2025,2/10/2025,0,10,Transportation ,Green Grocery (Fruit/Vegetables),2015
